"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","dep","app_rate","app_eff","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed"
"2214",0.767,15.746,0.109,3.836,0.202,7.52,3020.61,82.733,0.65,0.009,1.597,0.11,0.168,0.964,1.726,1.796,0.117,0.015,0.015,3804.767,265.542,22.928,535.038,24.42,318.641,40,3.281,0.718,0.5,0.657,1.285,0.028,27.988,3.801,8.777,1.145,0.082,7.685,8.301,0.001,4.1244,0.0040738,0.0021724,5.9325e-05,3810,0.22602825
"2215",0.753,17.159,0.191,1.055,0.55,33.219,3745.724,54.919,0.862,0.018,1.495,0.024,0.184,0.527,0.726,0.834,0.51,0.105,0.105,2662.729,167.467,20.027,651.6,24.981,241.042,40,283.037,0.542,0.084,0.143,1.584,0.005,8.787,4.456,19.85,0.856,0.107,14.44,5.011,0,0.82692,0.0014085,0.0011362,0.00015059,2670,0.4020753
"2216",0.733,17.744,0.306,3.828,0.394,28.869,4378.187,52.694,0.023,0.094,1.585,0.094,0.227,1.027,1.841,1.45,0.555,0.029,0.029,4128.547,337.811,23.732,89.168,21.759,195.511,40,67.013,0.206,0.297,0.388,1.295,0.002,9.097,4.746,31.711,0.857,0.066,7.738,1.846,0,0.68383,0.0003652,0.00032161,1.1362e-05,4140,0.04703868
"2217",0.751,17.889,0.429,0.161,0.489,0.645,4905.669,94.533,0.247,0.325,1.569,0.047,0.254,0.793,2.716,1.125,0.282,0.028,0.028,1874.419,175.511,24.967,194.343,20.473,197.844,40,264.992,0.285,0.386,0.337,1.126,0.006,7.573,3.798,62.349,0.78,0.016,1.217,2.852,0.001,6.4422,0.0021367,0.0015837,8.8059e-05,1880,0.16555092
"2218",0.727,18.692,0.413,4.74,0.761,7.285,4507.358,52.351,0.297,0.338,1.554,0.051,0.151,1.346,2.326,0.701,0.918,0.105,0.105,5250.152,237.991,24.365,332.335,22.941,117.126,40,266.718,0.63,0.486,0.101,0.889,0.008,40.04,0.727,74.532,0.547,0.105,4.874,4.397,0,0.61822,0.00097232,0.00084158,2.1328e-05,5250,0.111972
"2219",0.731,17.962,0.166,1.168,0.874,36.876,2914.033,51.08,0.471,0.012,1.398,0.16,0.23,0.952,0.493,0.643,0.81,0.193,0.193,4515.224,358.376,24.148,587.964,23.508,312.194,40,197.785,0.53,0.552,0.676,1.426,0.018,33.445,0.947,26.956,0.821,0.022,6.36,9.949,0.001,0.54829,0.0028335,0.0012697,1.4546e-05,4520,0.06574792
"2220",0.746,18.897,0.389,2.678,0.868,19.775,3590.723,56.048,0.404,0.189,1.566,0.133,0.134,0.277,2.75,0.571,0.804,0.1,0.1,4383.606,326.93,22.632,127.502,20.333,303.567,40,291.872,0.443,0.542,0.387,1.091,0.016,1.707,3.298,42.812,1.066,0.02,8.537,4.774,0,0.91655,0.0042784,0.002137,1.1316e-05,4380,0.04956408
"2221",0.766,15.264,0.124,2.059,0.374,45.051,4895.76,74.565,0.573,0.191,1.576,0.047,0.22,0.118,2.742,0.667,0.472,0.019,0.019,2398.95,210.44,24.877,558.278,24.783,268.24,40,278.854,0.291,0.374,0.305,1.067,0.018,1.008,2.154,34.561,1.341,0.12,3.971,7.359,0,2.8934,0.0032197,0.002138,8.3449e-05,2400,0.2002776
"2222",0.771,16.702,0.447,3.412,0.991,8.393,2883.38,82.006,0.507,0.256,1.456,0.104,0.169,1.956,1.898,1.686,0.421,0.126,0.126,3883.227,29.332,20.585,474.84,24.162,215.274,40,63.143,0.234,0.632,0.27,1.298,0.007,3.421,4.835,28.957,0.375,0.011,4.134,3.485,0,3.9461,0.043674,0.027166,0.0006155,3880,2.38814
"2223",0.774,15.245,0.441,2.749,0.773,12.929,3530.864,82.211,0.84,0.19,1.477,0.145,0.149,0.864,3.786,1.667,0.352,0.136,0.136,4166.726,22.345,21.208,469.95,23.808,251.472,40,224.638,0.608,0.645,0.156,1.35,0.016,23.779,2.563,64.931,0.698,0.099,10.568,3.118,0,3.9349,0.012342,0.0087596,0.00024456,4170,1.0198152
"2224",0.725,16.667,0.45,0.609,0.144,27.838,3497.449,57.974,0.286,0.448,1.54,0.019,0.169,1.171,4.784,1.2,0.963,0.122,0.122,2809.755,240.226,20.52,693.62,24.55,155.503,40,138.652,0.56,0.677,0.594,1.028,0.006,23.735,1.449,1.7,0.051,0.04,10.245,1.97,0,1.0602,0.0020432,0.0013875,2.4603e-05,2820,0.06938046
"2225",0.768,15.29,0.464,3.631,0.804,22.43,2700.151,82.922,0.314,0.027,1.317,0.093,0.11,1.395,3.467,1.185,0.692,0.06,0.06,4872.714,120.232,20.871,656.554,23.086,147.988,40,37.035,0.484,0.894,0.67,0.923,0.019,12.851,0.492,58.472,0.729,0.016,8.155,1.113,0.001,4.1215,0.030911,0.01801,0.00031266,4880,1.5257808
"2226",0.735,15.26,0.383,1.932,0.907,25.594,3108.096,68.065,0.016,0.208,1.607,0.062,0.141,0.842,5.514,1.36,0.556,0.063,0.063,3496.459,115.155,24.214,381.153,24.673,341.623,40,330.749,0.733,0.056,0.229,1.025,0.008,28.768,1.636,31.075,1.107,0.02,7.248,7.629,0,2.0459,0.0014794,0.0011013,0.00017185,3500,0.601475
"2227",0.73,17.875,0.111,0.448,0.482,14.641,2165.573,87.958,0.075,0.429,1.445,0.108,0.154,0.979,1.114,0.939,0.689,0.014,0.014,2453.393,106.524,21.684,301.147,20.115,211.353,40,188.194,0.469,0.845,0.465,1.21,0.003,5.523,3.058,7.231,1.122,0.058,14.72,1.237,0.001,5.0103,0.00089879,0.00077279,3.42e-05,2460,0.084132
"2228",0.736,15.913,0.259,0.696,0.63,22.659,2589.353,57.986,0.413,0.012,1.425,0.102,0.139,0.875,5.589,1.497,0.579,0.132,0.132,2878.932,94.407,20.946,147.751,24.36,152.313,40,233.749,0.152,0.616,0.523,0.897,0.021,29.541,4.528,11.788,0.085,0.016,5.402,3.908,0.001,1.0512,0.0051872,0.0023029,1.6723e-05,2880,0.04816224
"2229",0.739,18.788,0.378,1.322,0.889,49.428,4802.713,70.444,0.563,0.188,1.316,0.153,0.296,1.588,4.742,1.893,0.649,0.108,0.108,1952.155,146.086,22.076,713.008,20.188,256.472,40,229.878,0.423,0.892,0.349,1.56,0.001,48.005,2.687,28.984,1.495,0.042,6.347,1.983,0,2.2923,0.0036613,0.0032965,9.783e-05,1970,0.1927251
"2230",0.741,18.732,0.432,3.153,0.214,22.477,2982.559,58.208,0.905,0.358,1.578,0.057,0.102,1.574,2.852,1.765,0.34,0.13,0.13,5678.438,288.933,20.332,547.488,23.645,218.401,40,164.821,0.481,0.633,0.612,1.56,0.026,34.104,3.821,47.925,0.527,0.055,8.318,8.407,0,1.0667,0.0036958,0.0014967,1.3394e-05,5680,0.07607792
"2231",0.763,16.867,0.352,3.313,0.687,2.752,3969.992,69.934,0.922,0.451,1.344,0.061,0.112,1.699,1.209,0.561,0.769,0.167,0.167,1573.056,311.296,23.228,401.547,20.293,296.871,40,318.558,0.462,0.327,0.111,1.332,0.012,53.641,3.548,21.473,0.533,0.015,2.139,6.421,0,2.2749,0.07456,0.038287,0.00065543,1570,1.0290251
"2232",0.729,15.028,0.413,1.997,0.816,49.419,2997.942,54.881,0.101,0.411,1.331,0.071,0.11,1.631,2.419,1.904,0.539,0.155,0.155,3948.01,61,21.558,595.359,24.221,318.508,40,250.451,0.374,0.63,0.158,0.966,0.003,23.483,1.182,43.17,0.31,0.128,0.101,6.262,0,0.81918,0.00037558,0.00034578,1.9508e-05,3950,0.0770566
"2233",0.732,16.854,0.342,4.314,0.59,20.781,4347.769,79.91,0.292,0.049,1.357,0.116,0.202,1.787,2.06,1.211,0.99,0.154,0.154,5111.959,205.181,22.45,440.173,21.097,361.773,40,218.608,0.198,0.083,0.793,1.316,0.023,28.674,2.965,73.032,1.401,0.068,10.417,4.305,0.001,3.645,0.031292,0.019278,0.0019139,5120,9.799168
"2234",0.722,18.638,0.156,4.956,0.712,49.389,2028.273,97.725,0.343,0.211,1.552,0.052,0.221,0.882,4.123,1.574,0.949,0.101,0.101,2248.116,234.474,23.41,691.596,23.164,207.198,40,262.798,0.53,0.434,0.737,1.702,0.022,23.612,2.873,79.354,1.348,0.108,11.482,2.678,0,7.1331,0.039974,0.027353,0.0026005,2250,5.851125
"2235",0.774,16.051,0.236,4.636,0.995,19.606,3163.634,89.674,0.505,0.397,1.466,0.097,0.179,0.178,5.023,1.163,0.563,0.137,0.137,3492.107,137.839,24.067,481.563,23.97,280.187,40,284.057,0.223,0.146,0.462,1.03,0.011,55.026,3.522,56.442,1.298,0.095,10.77,8.411,0,5.3835,0.010618,0.0089085,0.0017749,3500,6.21215
"2236",0.771,19.719,0.402,3.584,0.938,40.449,4923.394,54.967,0.639,0.224,1.307,0.079,0.197,0.834,2.262,1.147,0.499,0.101,0.101,5738.414,283.797,23.861,414.525,23.867,296.114,40,323.254,0.544,0.84,0.631,0.87,0.014,51.676,3.206,23.679,0.626,0.131,13.986,7.073,0,0.83629,0.0040845,0.0030558,2.6482e-05,5760,0.15253632
"2237",0.727,18.827,0.391,0.312,0.148,6.276,4968.401,79.065,0.21,0.342,1.322,0.073,0.101,1.892,1.071,0.596,0.193,0.031,0.031,3678.966,113.906,20.816,633.142,21.807,267.28,40,176.308,0.004,0.912,0.464,1.142,0.004,25.011,2.566,44.07,0.056,0.017,6.995,0.142,0.001,3.528,0.0012128,0.00087018,1.3307e-05,3690,0.04910283
"2238",0.728,19.499,0.106,1.5,0.449,9.863,2613.377,56.604,0.106,0.165,1.461,0.158,0.218,1.843,4.711,1.966,0.239,0.096,0.096,2092.353,191.933,23.762,204.893,24.377,406.434,40,269.762,0.681,0.075,0.343,1.369,0.024,19.583,0.589,58.387,0.719,0.134,14.605,4.037,0,0.98602,0.0025182,0.0016249,0.00011896,2090,0.2486264
"2239",0.764,16.787,0.333,0.56,0.143,25.454,4022.662,91.382,0.954,0.238,1.408,0.006,0.245,0.028,2.722,0.666,0.778,0.11,0.11,3150.732,31.818,20.829,205.649,21.019,329.302,40,327.586,0.461,0.931,0.6,1.373,0.003,57.334,4.052,22.325,0.607,0.004,12.909,5.272,0.001,5.6206,0.0017931,0.0014575,4.9955e-05,3180,0.1588569
"2240",0.742,17.402,0.394,0.341,0.364,35.013,3063.685,86.384,0.835,0.317,1.313,0.149,0.276,0.308,1.4,0.758,0.88,0.024,0.024,3275.407,91.923,22.627,526.378,23.394,389.926,40,242.454,0.119,0.825,0.757,1.287,0.019,3.783,1.108,6.241,1.339,0.012,10.18,0.828,0.001,4.6364,0.016013,0.0088548,0.0001544,3280,0.506432
"2241",0.774,19.501,0.437,0.55,0.186,46.583,3428.858,91.409,0.471,0.258,1.371,0.004,0.193,0.354,3.071,1.733,0.906,0.146,0.146,2669.223,182.56,20.902,178.817,22.661,391.813,40,318.471,0.613,0.196,0.312,0.978,0.004,55.099,2.583,28.522,1.354,0.066,11.323,7.449,0,5.6326,0.005875,0.0051199,0.00086507,2680,2.3183876
"2242",0.744,18.389,0.101,0.121,0.307,8.163,2266.716,71.585,0.034,0.467,1.572,0.029,0.162,1.416,1.033,1.257,0.163,0.089,0.089,1845.152,27.634,24.521,252.971,22.629,255.259,40,286.489,0.213,0.447,0.401,1.472,0.016,50.424,3.656,53.969,0.597,0.067,8.957,3.288,0.001,2.5253,0.0028464,0.0017263,2.707e-05,1850,0.0500795
"2243",0.768,17.243,0.19,4.396,0.825,14.765,4005.024,86.336,0.73,0.394,1.348,0.037,0.108,1.966,5.316,1.779,0.235,0.105,0.105,1427.361,227.061,21.358,612.194,24.936,380.669,40,330.368,0.648,0.267,0.395,1.069,0.007,25.842,4.847,78.303,0.78,0.033,13.441,3.87,0.001,4.6286,0.0092157,0.0080997,0.0011715,1430,1.675245
"2244",0.764,18.608,0.139,4.319,0.206,42.278,3590.257,89.898,0.007,0.362,1.491,0.051,0.12,1.652,2.73,0.928,0.488,0.053,0.053,3814.355,100.541,22.718,380.332,24.05,235.681,40,108.447,0.474,0.36,0.257,1.711,0.008,6.661,1.618,11.905,0.811,0.067,6.9,3.192,0.001,5.3972,0.0013852,0.00080263,2.534e-05,3820,0.0967988
"2245",0.722,17.096,0.388,0.528,0.142,36.622,2735.563,64.575,0.125,0.43,1.368,0.155,0.224,0.182,0.373,0.771,0.757,0.01,0.01,3753.977,238.033,21.994,505.396,24.794,270.381,40,2.313,0.739,0.069,0.315,1.505,0.007,40.366,4.509,40.955,1.351,0.094,3.228,8.827,0.001,1.7392,0.00081468,0.00062431,9.1874e-05,3770,0.34636498
"2246",0.775,19.441,0.177,4.086,0.58,39.002,2951.439,86.493,0.893,0.445,1.566,0.11,0.129,1.071,5.418,0.741,0.76,0.039,0.039,3294.364,130.488,24.406,687.232,24.365,296.41,40,53.311,0.589,0.207,0.777,0.947,0.015,58.727,1.027,23.157,0.732,0.076,5.226,8.7,0.001,4.6391,0.010522,0.0080235,0.00087201,3310,2.8863531
"2247",0.771,15.857,0.128,4.993,0.713,9.606,3773.296,80.569,0.633,0.378,1.466,0.048,0.259,1.943,2.233,1.43,0.942,0.114,0.114,4974.982,59.97,22.427,159.154,23.554,142.691,40,282.419,0.566,0.031,0.692,1.465,0.012,40.058,4.856,12.698,0.198,0.079,3.052,2.532,0.001,3.8027,0.04897,0.02419,0.0038578,5000,19.289
"2248",0.778,18.573,0.241,0.804,0.759,40.508,4129.591,74.734,0.156,0.339,1.34,0.159,0.273,0.188,5.799,0.841,0.627,0.027,0.027,2755.876,76.491,21.613,341.142,23.382,285.274,40,163.162,0.231,0.388,0.443,1.4,0.004,9.227,3.884,73.671,0.684,0.035,4.752,0.82,0,2.9139,0.0010674,0.00081718,3.1761e-05,2760,0.08766036
"2249",0.745,15.254,0.226,1.383,0.553,31.681,3726.22,55.567,0.715,0.126,1.552,0.066,0.193,1.803,5.824,0.729,0.713,0.169,0.169,1620.201,237.156,21.976,647.177,21.694,364.68,40,224.732,0.481,0.358,0.355,1.652,0.013,22.777,3.178,66.535,0.636,0.048,4.633,3.609,0,0.89886,0.0035164,0.0019531,4.6535e-05,1620,0.0753867
"2250",0.751,18.737,0.483,1.35,0.801,34.199,3291.058,73.763,0.858,0.146,1.398,0.003,0.117,1.542,1.482,1.272,0.824,0.015,0.015,2498.895,329.406,24.074,104.244,24.161,268.009,40,61.964,0.699,0.649,0.655,1.303,0.015,20.527,0.947,26.088,0.617,0.119,14.048,1.075,0.001,2.8108,0.078939,0.047725,0.00032374,2500,0.80935
"2251",0.74,18.548,0.361,2.139,0.919,43.677,3689.08,73.624,0.145,0.264,1.392,0.097,0.113,0.517,4.118,0.609,0.514,0.176,0.176,5827.751,199.242,22.364,346.227,22.492,298.268,40,33.968,0.119,0.89,0.681,1.083,0.028,59.02,4.784,52.114,0.73,0.017,13.694,1.66,0.001,2.8121,0.0038228,0.0014378,1.2163e-05,5840,0.07103192
"2252",0.727,16.781,0.458,0.793,0.702,2.064,4390.936,55.265,0.711,0.265,1.398,0.058,0.206,0.938,1.89,1.055,0.558,0.142,0.142,3760.541,20.408,23.315,559.206,23.918,232.329,40,44.477,0.198,0.114,0.79,1.13,0.006,41.65,4.62,45.328,1.372,0.119,14.99,3.732,0.001,0.82889,0.00083152,0.00072223,8.4039e-05,3790,0.31850781
"2253",0.77,17.302,0.311,3.305,0.446,32.064,4432.914,83.057,0.518,0.403,1.318,0.127,0.173,1.12,4.36,1.385,0.603,0.022,0.022,4299.65,35.236,21.956,117.952,22.388,372.051,40,300.114,0.152,0.9,0.549,1.005,0.007,55.565,4.719,64.389,0.261,0.106,5.791,4.01,0,4.1357,0.0045011,0.0039005,8.0063e-05,4320,0.34587216
"2254",0.739,16.63,0.474,4.183,0.944,43.287,4670.234,80.615,0.245,0.226,1.382,0.005,0.126,0.641,0.194,1.568,0.423,0.018,0.018,3548.629,183.951,23.329,99.732,22.746,263.806,40,238.348,0.643,0.775,0.234,1.589,0.008,3.052,2.174,46.07,0.964,0.122,13.443,8.348,0.001,3.8154,0.031827,0.025886,0.00039168,3550,1.390464
"2255",0.722,16.972,0.482,3.564,0.597,34.35,3916.595,84.755,0.98,0.21,1.314,0.155,0.288,0.347,0.628,1.181,0.804,0.049,0.049,1229.008,279.227,22.701,605.013,24.472,189.101,40,94.549,0.478,0.801,0.19,1.329,0.002,39.996,1.214,58.628,1.344,0.061,1.633,6.581,0,4.4864,0.10087,0.093597,0.0071263,1230,8.765349
"2256",0.733,19.055,0.443,2.269,0.156,3.938,4779.029,64.813,0.748,0.303,1.42,0.02,0.119,1.841,2.142,0.795,0.855,0.181,0.181,3280.62,321.771,22.582,250.202,23.837,341.752,40,340.314,0.62,0.586,0.733,1.731,0.02,3.534,1.029,10.574,0.915,0.023,10.021,3.029,0.001,1.7494,0.011578,0.0033246,2.3622e-05,3280,0.07748016
"2257",0.763,15.479,0.203,1.521,0.432,22.927,2408.608,63.037,0.959,0.078,1.65,0.048,0.243,0.78,1.791,1.637,0.744,0.167,0.167,3736.212,76.688,22.1,37.656,22.213,174.353,40,27.279,0.679,0.913,0.55,1.421,0.023,29.994,3.419,71.66,0.85,0.093,6.654,8.779,0,1.501,0.0089944,0.0052912,1.7085e-05,3740,0.0638979
"2258",0.72,15.028,0.148,2.859,0.973,14.006,3386.16,84.468,0.853,0.114,1.461,0.159,0.151,0.472,2.63,1.672,0.586,0.082,0.082,5132.385,361.655,22.329,538.782,22.979,319.081,40,71.371,0.095,0.14,0.299,0.89,0.017,20.96,3.254,13.947,1.199,0.067,3.776,4.039,0,4.2775,0.039951,0.024946,0.0021846,5140,11.228844
"2259",0.728,15.386,0.333,3.211,0.91,3.783,2748.648,85.933,0.215,0.188,1.332,0.044,0.269,1.538,2.243,1.897,0.196,0.13,0.13,3273.972,42.324,20.827,671.965,20.321,291.319,40,325.48,0.264,0.736,0.341,1.261,0.027,7.754,0.052,9.204,1.026,0.058,4.829,7.907,0,4.6269,0.015275,0.0089,0.00019545,3270,0.6391215
"2260",0.757,17.884,0.183,3.027,0.267,21.524,4066.713,58.878,0.156,0.146,1.439,0.142,0.299,0.501,5.251,1.756,0.513,0.101,0.101,3344.256,114.053,22.816,532.263,24.067,350.735,40,332.061,0.647,0.679,0.297,1.751,0.011,20.895,3.471,72.297,0.991,0.018,9.278,6.784,0.001,1.148,0.0016619,0.0009196,1.1879e-05,3350,0.03979465
"2261",0.756,16.981,0.185,4.135,0.319,32.512,4625.432,59.404,0.016,0.131,1.4,0.004,0.106,0.771,3.917,1.123,0.737,0.046,0.046,3821.675,62.158,22.583,177.469,21.761,360.476,40,75.198,0.361,0.303,0.173,1.621,0.016,8.688,3.352,8.192,0.965,0.11,1.047,2.734,0.001,1.1421,0.0043497,0.0011533,1.4951e-05,3820,0.05711282
"2262",0.733,16.735,0.204,3.983,0.77,19.401,2005.816,65.518,0.002,0.454,1.427,0.114,0.138,1.597,0.689,1.368,0.678,0.155,0.155,3461.605,32.363,20.896,593.496,21.19,349.477,40,270.887,0.308,0.525,0.326,1.261,0.016,49.029,3.333,23.51,0.516,0.129,0.189,6.234,0,1.8201,0.0022727,0.0012351,2.0925e-05,3470,0.07260975
"2263",0.747,19.695,0.411,0.133,0.528,12.405,3581.126,96.899,0.281,0.441,1.442,0.041,0.164,0.637,2.171,0.747,0.806,0.198,0.198,1896,320.052,20.848,243.504,22.208,390.648,40,5.507,0.092,0.718,0.424,0.909,0.01,19.764,3.869,59.677,0.927,0.044,3.675,9.542,0,6.9212,0.003592,0.0028214,0.00018283,1900,0.347377
"2264",0.73,15.201,0.445,0.812,0.849,25.462,4631.736,90.539,0.244,0.381,1.33,0.076,0.151,0.845,2.364,0.963,0.977,0.031,0.031,5694.475,224.303,20.743,599.245,20.059,216.657,40,316.839,0.173,0.499,0.164,1.452,0.01,1.627,4.789,29.391,0.813,0.001,11.089,6.868,0.001,5.6182,0.0094739,0.0058618,0.00029416,5700,1.676712
"2265",0.724,18.805,0.151,1.058,0.532,1.054,2247.184,97.383,0.379,0.095,1.449,0.068,0.192,1.24,4.898,1.398,0.678,0.16,0.16,5325.381,259.864,22.677,30.48,24.346,379.418,40,301.939,0.049,0.128,0.586,1.06,0.01,9.412,3.867,61.683,0.131,0.13,4.955,3.631,0.001,6.9216,0.0023137,0.0018376,0.00027092,5330,1.4440036
"2266",0.78,17.759,0.42,0.424,0.817,44.715,4948.163,84.959,0.039,0.058,1.487,0.068,0.297,0.115,2.762,1.267,0.293,0.043,0.043,2118.212,170.517,20.99,123.968,24.124,364.499,40,51.686,0.277,0.345,0.463,0.917,0.015,46.885,4.318,44.006,1.287,0.041,6.649,5.966,0.001,4.4769,0.0021632,0.0016195,5.7818e-05,2120,0.12257416
"2267",0.776,17.571,0.208,4.929,0.425,18.688,2372.141,92.168,0.57,0.427,1.497,0.016,0.12,0.051,4.239,0.742,0.92,0.115,0.115,2255.469,166.335,20.79,124.393,22.129,306.83,40,246.045,0.215,0.07,0.376,1.339,0.03,54.087,4.256,45.696,0.047,0.077,13.352,0.1,0,5.8024,0.023418,0.015062,0.0026758,2260,6.047308
"2268",0.755,17.248,0.124,3.324,0.522,24.718,4185.443,73.676,0.352,0.133,1.637,0.129,0.115,1.779,3.033,0.662,0.807,0.144,0.144,2967.592,329.853,22.903,577.581,23.893,214.918,40,67.898,0.263,0.663,0.648,0.906,0.027,59.126,3.62,24.991,0.456,0.108,14.289,5.152,0.001,2.7967,0.0070869,0.0042641,7.0643e-05,2970,0.20980971
"2269",0.764,15.678,0.328,0.069,0.493,6.035,3125.272,83.345,0.362,0.301,1.34,0.148,0.191,1.908,0.191,1.844,0.564,0.124,0.124,2796.858,79.941,23.417,221.996,21.528,331.678,40,119.895,0.131,0.855,0.161,1.212,0.011,27.843,2.504,31.358,0.081,0.041,8.281,9.632,0.001,4.1271,0.0044316,0.0033322,5.4752e-05,2800,0.1533056
"2270",0.756,17.126,0.269,4.65,0.749,12.412,4248.13,62.238,0.454,0.445,1.461,0.123,0.12,1.914,5.454,0.723,0.541,0.09,0.09,4613.054,37.602,24.079,310.266,24.496,213.048,40,265.517,0.618,0.568,0.706,1.366,0.022,44.262,2.08,51.168,1.144,0.016,4.371,5.361,0.001,1.4086,0.0047266,0.0014979,1.3559e-05,4620,0.06264258
"2271",0.779,19.272,0.464,3.842,0.615,17.159,4299.543,74.1,0.332,0.012,1.45,0.011,0.204,1.138,2.168,0.679,0.123,0.059,0.059,4176.648,269.852,23.311,222.42,22.754,385.979,40,10.365,0.617,0.634,0.175,1.127,0.005,6.288,0.164,43.519,0.576,0.121,14.104,0.185,0,2.8071,0.00070995,0.00061712,2.0973e-05,4180,0.08766714
"2272",0.74,15.355,0.362,4.389,0.564,7.106,2327.9,90.249,0.648,0.269,1.381,0.004,0.142,1.565,5.019,1.987,0.22,0.113,0.113,4909.118,297.915,20.327,331.595,24.102,351.406,40,248.49,0.16,0.815,0.351,0.919,0.015,0.591,3.688,22.258,0.75,0.064,9.31,5.675,0,5.3852,0.0096316,0.0067026,0.00020562,4910,1.0095942
"2273",0.766,16.56,0.414,1.953,0.228,22.939,2603.549,67.937,0.246,0.052,1.458,0.094,0.265,1.743,4.04,1.694,0.334,0.056,0.056,2136.503,330.342,21.272,243.267,24.936,125.583,40,236.229,0.477,0.799,0.583,1.212,0.026,12.47,4.649,37.962,0.765,0.098,14.24,1.837,0.001,2.0464,0.0036156,0.0019794,2.1021e-05,2140,0.04498494
"2274",0.777,17.025,0.354,0.832,0.199,33.588,2534.221,76.516,0.211,0.263,1.616,0.11,0.274,1.962,1.192,1.64,0.143,0.076,0.076,2824.216,81.562,24.929,700.132,21.468,376.859,40,109.628,0.178,0.11,0.547,1.373,0.024,26.664,1.167,42.843,0.072,0.099,0.945,0.178,0,3.1745,0.003226,0.0015887,0.00014436,2830,0.4085388
"2275",0.748,16.413,0.245,2.071,0.828,45.967,4405.185,81.225,0.113,0.362,1.543,0.051,0.155,0.919,4.9,1.474,0.279,0.178,0.178,1694.035,178.024,22.462,363.238,22.584,112.41,40,39.049,0.588,0.955,0.293,0.994,0.001,6.654,3.486,36.524,0.194,0.114,6.174,4.977,0.001,3.8112,0.00041519,0.00040323,4.9752e-05,1700,0.0845784
"2276",0.754,19.985,0.137,0.025,0.54,37.645,4034.807,70.661,0.778,0.062,1.406,0.153,0.246,1.267,5.752,0.932,0.347,0.169,0.169,4609.27,60.502,23.899,380.052,22.194,304.325,40,102.755,0.193,0.301,0.708,1.472,0.003,36.301,4.82,17.106,0.248,0.113,4.024,2.854,0.001,2.4305,0.00055755,0.00043841,1.9048e-05,4640,0.08838272
"2277",0.754,18.585,0.488,2.303,0.238,3.638,4709.842,54.657,0.58,0.394,1.458,0.123,0.203,1.778,0.585,1.945,0.628,0.127,0.127,5279.671,71.907,22.158,369.908,23.065,276.18,40,202.765,0.014,0.22,0.676,0.969,0.026,13.461,1.928,29.912,0.561,0.086,6.805,8.708,0.001,0.83417,0.013938,0.00745,0.00012897,5280,0.6809616
"2278",0.744,15.797,0.122,4.233,0.421,16.92,4509.369,95.598,0.591,0.239,1.312,0.048,0.176,0.459,0.543,0.718,0.846,0.084,0.084,3346.432,227.017,23.757,218.248,20.984,207.558,40,326.903,0.34,0.079,0.741,1.182,0.03,40.015,2.337,70.628,0.943,0.134,8.92,4.797,0.001,6.7046,0.048473,0.035687,0.0093928,3350,31.46588
"2279",0.741,18.848,0.106,1.245,0.758,22.386,2675.946,88.453,0.502,0.168,1.453,0.049,0.214,0.485,4.829,1.638,0.957,0.038,0.038,2263.707,116.351,23.79,592.331,24.202,282.26,40,285.653,0.097,0.349,0.111,1.591,0.002,18.772,0.897,8.212,0.585,0.014,2.593,8.363,0.001,5.0123,0.0053195,0.0045571,0.0004998,2270,1.134546
"2280",0.764,19.665,0.42,4.391,0.149,8.021,3251.596,73.093,0.607,0.329,1.466,0.038,0.292,1.944,0.883,0.871,0.106,0.109,0.109,2646.789,284.204,23.133,402.235,20.615,294.852,40,140.574,0.435,0.706,0.471,1.444,0.028,53.987,3.049,41.901,0.562,0.006,14.414,4.555,0.001,2.6699,0.0088479,0.0033388,3.0599e-05,2650,0.08108735
"2281",0.777,15.026,0.114,4.444,0.946,33.133,3853.849,53.81,0.142,0.202,1.522,0.021,0.173,0.98,5.778,1.692,0.288,0.065,0.065,5058.962,237.124,21.538,362.388,22.096,408.385,40,288.076,0.546,0.196,0.774,1.447,0.022,40.225,3.42,20.361,0.603,0.063,13.7,5.255,0.001,0.73261,0.0020048,0.00087757,2.6457e-05,5070,0.13413699
"2282",0.722,18.958,0.396,3.12,0.539,25.952,4849.879,89.1,0.652,0.343,1.404,0.134,0.291,0.263,2.601,1.028,0.287,0.028,0.028,5737.831,279.397,22.262,466.789,22.243,113.048,40,233.397,0.627,0.274,0.67,0.915,0.029,57.216,2.044,68.497,1.271,0.029,10.056,7.313,0,5.2371,0.011805,0.0072944,0.00055313,5750,3.1804975
"2283",0.748,19.337,0.141,1.681,0.38,9.474,3143.893,61.478,0.561,0.086,1.646,0.087,0.185,1.182,4.892,1.714,0.973,0.028,0.028,3282.365,178.276,20.501,147.005,23.409,390.583,40,238.486,0.583,0.217,0.342,1.018,0.019,35.087,0.783,12.453,0.424,0.088,14.812,5.6,0.001,1.324,0.0032522,0.0018962,4.079e-05,3280,0.1337912
