"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","app_rate","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed","przm_max_pest"
"71",0.73,17.378,0.464,4.33,0.619,7.954,2763.958,90.609,0.482,0.198,1.316,0.024,0.114,0.28,1.056,0.136,0.136,1063.841,172.345,23.17,628.219,23.535,386.642,40,146.71,0.395,0.012,0.716,1.049,0.03,51.645,4.35,14.463,0.806,0.055,8.022,6.708,0.001,3.5631,0.020597,0.016761,0.0070813,1070,7.576991,1.3769e-12
"72",0.76,18.563,0.263,2.883,0.106,1.786,3080.981,67.282,0.834,0.036,1.574,0.092,0.211,1.924,1.607,0.033,0.033,1844.228,103.32,20.5,409.831,24.957,118.591,40,337.167,0.43,0.975,0.503,1.033,0.015,6.47,3.029,9.701,0.587,0.017,0.891,9.994,0,0.66991,0.012844,0.0068713,9.7347e-05,1850,0.18009195,4.5398e-13
"73",0.776,18.357,0.486,2.121,0.514,39.558,4703.01,60.841,0.992,0.449,1.319,0.071,0.268,1.976,1.15,0.141,0.141,2770.003,302.971,20.844,621.952,21.125,370.614,40,48.465,0.677,0.596,0.667,1.057,0.008,3.613,3.271,30.017,0.458,0.127,5.598,1.534,0.001,0.15098,0.0040573,0.0030063,0.00010822,2770,0.2997694,1.0847e-14
"74",0.758,16.584,0.165,0.268,0.193,14.685,4858.662,70.742,0.217,0.43,1.305,0.089,0.214,0.655,1.663,0.065,0.065,2246.583,125.025,20.65,422.715,24.581,388.201,40,211.872,0.224,0.903,0.79,1.482,0.014,24.665,0.702,18.563,0.175,0.058,9.831,5.632,0,0.98669,0.008167,0.0042632,6.2838e-05,2250,0.1413855,6.1749e-13
"75",0.736,18.583,0.193,3.197,0.823,41.876,2850.794,81.464,0.122,0.122,1.648,0.135,0.273,1.226,1.5,0.052,0.052,1013.77,87.743,22.059,352.91,21.501,154.758,40,201.968,0.424,0.112,0.273,1.736,0.007,20.249,1.235,12.177,0.812,0.113,10.387,8.721,0,2.2641,0.0067595,0.0051513,0.00079609,1010,0.8040509,2.4733e-12
"76",0.728,15.497,0.381,2.238,0.227,42.424,2895.025,71.518,0.27,0.082,1.365,0.078,0.216,0.812,0.585,0.144,0.144,3282.179,70.9,21.433,45.8,24.916,220.348,40,41.855,0.58,0.389,0.524,1.522,0.012,1.273,2.859,13.273,0.723,0.112,3.4,6.781,0.001,0.95632,0.0057656,0.0029152,2.6957e-05,3280,0.08841896,7.7291e-14
"77",0.764,15.809,0.2,0.92,0.429,15.977,3936.225,89.867,0.126,0.181,1.541,0.101,0.258,0.026,0.533,0.142,0.142,5786.576,230.591,21.982,189.234,21.771,354.596,40,222.191,0.51,0.082,0.431,1.508,0.021,58.057,0.836,33.812,0.552,0.071,11.217,4.419,0,3.6992,0.0033505,0.001792,0.00016137,5790,0.9343323,6.2507e-13
"78",0.726,19.707,0.342,4.302,0.25,21.883,2058.853,94.938,0.882,0.178,1.647,0.048,0.212,0.83,1.389,0.02,0.02,2226.841,128.155,21.334,370.219,23.155,162.849,40,304.254,0.626,0.15,0.156,0.909,0.026,53.085,4.175,36.304,0.896,0.108,11.341,0.439,0,4.7235,0.12191,0.089871,0.008801,2230,19.62623,1.8004e-11
"79",0.725,17.64,0.415,2.371,0.147,11.513,2573.172,89.044,0.074,0.419,1.449,0.037,0.204,1.132,1.934,0.195,0.195,3900.852,89.822,24.206,674.733,23.481,381.943,40,38.12,0.339,0.623,0.274,1.571,0.014,28.768,3.326,42.431,0.486,0.086,11.475,2.947,0,2.9313,0.0032948,0.0020278,5.6952e-05,3900,0.2221128,1.155e-12
"80",0.752,17.761,0.343,1.586,0.484,3.718,2131.147,91.254,0.787,0.201,1.388,0.085,0.199,0.019,1.495,0.171,0.171,3028.49,274.381,21.604,363.273,21.679,125.376,40,213.662,0.346,0.468,0.3,0.929,0.013,41.769,3.827,33.456,1.295,0.034,13.716,0.868,0.001,4.0382,0.0058653,0.0042344,0.00022022,3030,0.6672666,1.7306e-12
"81",0.765,16.175,0.215,4.974,0.426,12.746,2904.005,89.976,0.209,0.174,1.649,0.148,0.215,1.077,1.759,0.109,0.109,2643.739,357.925,24.867,193.432,20.312,162.542,40,316.337,0.259,0.073,0.485,1.386,0.017,19.371,3.576,76.338,0.15,0.058,1.877,1.023,0.001,4.2485,0.0075213,0.0049254,0.00075739,2650,2.0070835,3.1883e-12
"82",0.739,17.106,0.283,0.842,0.426,24.829,4828.756,95.621,0.567,0.013,1.354,0.059,0.117,0.777,0.647,0.193,0.193,1114.596,10.054,21.288,191.729,21.133,340.01,40,5.116,0.103,0.89,0.58,1.283,0.02,9.618,0.486,42.011,0.995,0.116,10.159,3.703,0,5.5473,0.0064566,0.0046852,8.8058e-05,1120,0.09862496,1.0681e-12
"83",0.768,18.525,0.138,1.763,0.844,9.548,3275.791,58.913,0.119,0.067,1.643,0.017,0.274,1.456,0.734,0.036,0.036,5766.264,139.325,24.427,286.055,21.759,405.434,40,359.567,0.029,0.446,0.73,1.086,0.014,21.008,0.274,46.178,1.096,0.135,2.752,5.764,0,0.00017905,0.0022187,0.0015779,5.2002e-05,5770,0.30005154,3.3797e-17
"84",0.758,16.12,0.394,2.746,0.679,22.628,4466.817,58.572,0.448,0.076,1.486,0.014,0.216,0.027,1.198,0.042,0.042,5682.98,159.693,21.665,326.944,20.287,366.77,40,154.792,0.011,0.634,0.13,0.934,0.025,8.208,0.506,77.611,1.418,0.108,0.703,0.524,0,0.00021209,0.0038802,0.0023616,4.4195e-05,5680,0.2510276,5.8606e-17
"85",0.73,18.222,0.139,1.198,0.237,45.674,4448.303,56.114,0.081,0.19,1.549,0.153,0.26,0.128,0.657,0.072,0.072,4755.895,310.004,24.92,639.048,21.744,102.152,40,341.469,0.417,0.422,0.6,1.037,0.003,29.891,3.085,19.917,0.702,0.062,12.908,7.568,0.001,0.20733,0.00089301,0.00080854,9.5103e-05,4790,0.45554337,1.7569e-14
"86",0.777,17.072,0.272,1.849,0.288,29.284,2540.07,66.804,0.853,0.14,1.33,0.134,0.169,0.328,1.63,0.031,0.031,4742.696,151.489,21.058,640.784,24.182,156.587,40,7.668,0.689,0.201,0.505,1.161,0.012,26.331,1.522,26.835,0.004,0.076,12.51,6.729,0,1.1006,0.0029417,0.0020371,0.00020162,4750,0.957695,1.6763e-12
"87",0.731,17.106,0.206,4.375,0.194,30.461,2170.306,88.15,0.735,0.328,1.304,0.07,0.216,1.132,1.994,0.118,0.118,1167.886,337.313,21.46,661.85,23.541,118.405,40,96.906,0.698,0.24,0.305,1.567,0.003,52.558,3.741,20.375,0.521,0.116,4.509,6.596,0.001,3.1208,0.0042457,0.0037042,0.00066475,1170,0.7777575,2.647e-12
"88",0.761,18.35,0.19,4.731,0.206,35.56,3684.623,87.087,0.554,0.206,1.301,0.103,0.256,0.233,1.461,0.087,0.087,4552.011,9.107,20.776,159.981,24.769,283.064,40,238.403,0.312,0.783,0.281,1.331,0.017,23.439,2.522,31.148,0.096,0.131,0.553,4.494,0.001,3.0685,0.0042279,0.0023665,3.7942e-05,4550,0.1726361,2.6967e-12
"89",0.742,18.566,0.12,4.709,0.756,6.646,4865.547,66.884,0.258,0.174,1.437,0.061,0.171,1.115,1.682,0.043,0.043,3878.8,22.909,21.6,461.279,23.631,114.338,40,258.167,0.199,0.247,0.341,0.963,0.023,53.806,3.95,64.517,1.075,0.089,7,3.983,0.001,0.56131,0.0052118,0.0032661,0.00019017,3880,0.7378596,3.0132e-13
"90",0.775,18.532,0.333,2.502,0.382,7.23,2427.938,58.879,0.048,0.043,1.341,0.085,0.117,0.749,1.679,0.043,0.043,1850.738,168.624,22.266,623.798,24.676,107.694,40,26.243,0.115,0.88,0.251,1.049,0.02,45.751,2.783,59.968,0.744,0.015,4.355,0.608,0.001,0.44115,0.032223,0.0084889,0.0001173,1850,0.217005,2.4399e-13
"91",0.768,17.734,0.181,2.917,0.673,48.336,3165.126,78.204,0.137,0.319,1.554,0.006,0.205,0.946,0.979,0.199,0.199,3734.428,222.519,21.805,433.654,21.569,335.974,40,324.942,0.322,0.956,0.537,1.673,0.012,42.889,1.157,11.59,0.185,0.123,3.276,8.842,0,0.80571,0.004631,0.0023602,3.0179e-05,3740,0.11286946,5.2296e-14
"92",0.744,19.144,0.435,0.265,0.889,43.116,4427.084,76.135,0.771,0.127,1.376,0.008,0.118,0.148,1.369,0.104,0.104,4368.325,259.932,21.394,299.098,23.739,350.737,40,252.739,0.172,0.828,0.566,1.358,0.013,30.818,1.829,44.6,0.123,0.109,4.498,7.152,0.001,0.74605,0.0028099,0.0018638,3.3048e-05,4370,0.14441976,1.4865e-13
"93",0.737,16.366,0.436,3.11,0.158,25.783,4688.019,89.309,0.809,0.037,1.394,0.006,0.187,0.315,1.815,0.082,0.082,3739.718,332.696,20.667,219.873,21.402,376.962,40,7.214,0.189,0.594,0.469,1.136,0.021,15.204,0.16,65.233,0.658,0.115,10.859,1.153,0.001,2.4595,0.0046708,0.0030789,7.2466e-05,3740,0.27102284,2.394e-12
"94",0.73,18.032,0.364,1.086,0.483,29.945,3679.723,88.536,0.557,0.368,1.623,0.057,0.244,1.975,1.519,0.161,0.161,5299.126,79.007,20.462,29.99,22,274.948,40,61.582,0.151,0.818,0.267,1.345,0.021,15.729,0.594,21.259,0.705,0.076,4.896,1.502,0.001,3.0756,0.0058442,0.0023264,7.8882e-06,5300,0.04180746,1.0991e-12
"95",0.745,18.371,0.477,1.591,0.579,37.91,4311.353,91.565,0.855,0.316,1.518,0.038,0.111,1.367,0.879,0.126,0.126,3693.269,236.679,22.008,711.042,22.77,216.121,40,188.822,0.337,0.745,0.449,0.875,0.008,21.519,2.073,52.325,1.367,0.03,0.206,8.531,0,4.0548,0.0048648,0.0038232,0.00017838,3700,0.660006,1.3287e-12
"96",0.735,19.734,0.425,3.211,0.659,8.348,4021.728,68.834,0.225,0.393,1.499,0.08,0.244,1.165,1.352,0.164,0.164,3722.386,27.222,23.504,518.967,24.393,126.27,40,311.616,0.076,0.772,0.13,1.677,0.008,39.074,4.677,58.425,1.301,0.052,11.439,1.35,0,0.692,0.002851,0.0018345,4.1086e-05,3720,0.15283992,6.5146e-14
"97",0.735,15.627,0.151,4.278,0.529,11.374,3740.73,56.028,0.016,0.355,1.522,0.064,0.146,0.988,0.876,0.165,0.165,5714.658,17.762,20.087,398.671,20.685,307.946,40,332.267,0.453,0.726,0.659,1.515,0.02,8.451,3.146,22.811,1.345,0.015,8.562,2.319,0.001,0.10664,0.00825,0.0021125,2.6841e-05,5720,0.15353052,3.9731e-15
"98",0.754,19.945,0.416,0.482,0.98,16.175,4138.569,68.643,0.614,0.265,1.389,0.057,0.181,0.787,1.464,0.198,0.198,1917.534,90.683,21.655,96.832,23.688,296.434,40,181.126,0.628,0.922,0.281,1.609,0.013,50.885,3.468,31.127,0.282,0.133,9.612,7.807,0.001,0.6667,0.0054993,0.0035675,2.6441e-05,1920,0.05076672,5.4827e-14
"99",0.74,17.082,0.264,0.023,0.278,18.11,3501.716,82.12,0.563,0.085,1.546,0.069,0.13,1.284,1.426,0.067,0.067,3030.759,160.577,22.746,562.028,21.399,126.796,40,257.565,0.303,0.514,0.161,1.726,0.001,57.928,0.635,6.209,0.003,0.038,13.433,6.062,0,2.5007,0.00060597,0.00056391,6.9192e-05,3050,0.2110356,2.1984e-12
"100",0.72,16.225,0.32,0.155,0.734,49.783,4530.317,95.655,0.085,0.18,1.413,0.128,0.194,0.574,1.559,0.198,0.198,5733.166,86.767,21.27,620.118,22.45,252.377,40,70.185,0.019,0.777,0.424,1.239,0.009,57.732,3.097,0.777,0.64,0.091,8.29,7.007,0.001,5.798,0.0024266,0.0015918,4.047e-05,5750,0.2327025,2.5944e-12
"101",0.766,18.971,0.418,3.116,0.698,22.835,2629.394,63.385,0.812,0.2,1.39,0.14,0.124,1.1,1.426,0.122,0.122,5888.774,150.995,22.018,357.374,21.309,233.987,40,109.622,0.566,0.225,0.146,1.572,0.02,47.169,2.467,41.351,0.473,0.007,3.439,7.134,0,0.85349,0.0068649,0.0020145,8.4966e-05,5890,0.50044974,2.8243e-13
"102",0.724,18.368,0.269,1.769,0.746,34.483,2163.23,96.556,0.378,0.293,1.377,0.137,0.204,0.549,0.688,0.186,0.186,5187.195,350.457,20.354,639.264,21.529,217.242,40,334.306,0.42,0.089,0.214,1.01,0.022,40.796,4.59,63.32,0.229,0.047,6.974,6.141,0.001,6.1159,0.0040142,0.0027583,0.00070221,5190,3.6444699,1.3098e-12
"103",0.773,15.236,0.293,2.449,0.612,38.234,3212.488,52.848,0.146,0.386,1.457,0.082,0.207,0.541,0.532,0.056,0.056,4841.172,42.593,23.522,524.161,21.402,334.018,40,74.486,0.132,0.461,0.282,1.322,0.003,2.778,0.054,3.836,0.296,0.022,1.188,5.944,0.001,0.02329,0.0023506,0.0016287,6.2547e-05,4840,0.30272748,2.0076e-15
"104",0.723,15.13,0.333,3.92,0.536,34.581,2627.083,97.048,0.209,0.468,1.404,0.136,0.153,1.583,1.764,0.073,0.073,5547.465,212.54,24.97,402.388,20.573,262.23,40,43.313,0.104,0.574,0.522,1.706,0.007,22.33,2.447,47.972,0.188,0.037,8.34,5.946,0,6.3358,0.010862,0.007412,0.00034736,5550,1.927848,1.0313e-11
"105",0.774,17.74,0.147,4.086,0.141,49.355,2069.198,51.34,0.801,0.083,1.432,0.093,0.224,0.876,1.185,0.044,0.044,4981.491,79.683,23.405,24.402,20.604,353.443,40,143.418,0.577,0.422,0.657,1.292,0.019,16.248,4.831,68.958,1.472,0.109,1.901,7.879,0,0.0077038,0.0027726,0.0017767,1.1645e-05,4990,0.05810855,2.0635e-15
"106",0.744,17.81,0.38,3.231,0.997,24.079,3130.224,55.543,0.597,0.12,1.487,0.002,0.204,0.372,0.948,0.06,0.06,1961.209,67.477,23.617,299.771,23.101,114.733,40,49.307,0.454,0.66,0.754,1.086,0.01,8.995,0.96,78.604,1.288,0.079,14.589,1.027,0.001,0,0.0040848,0.0032423,0.00010339,1960,0.2026444,0
"107",0.777,16.77,0.391,4.697,0.286,6.284,3844.675,91.226,0.344,0.357,1.378,0.151,0.152,1.235,0.999,0.027,0.027,4401.193,42.798,21.282,534.578,22.295,285.885,40,104.927,0.001,0.473,0.618,1.625,0.014,37.793,4.183,39.394,0.772,0.082,5.919,8.355,0,4.9368,0.020421,0.013046,0.00047773,4410,2.1067893,1.2559e-11
"108",0.766,18.46,0.183,4.445,0.578,46.583,2359.535,53.168,0.833,0.11,1.426,0.036,0.141,0.186,1.984,0.109,0.109,1980.139,178.759,21.555,117.915,21.519,388.652,40,33.33,0.415,0.971,0.486,1.67,0.013,35.459,2.505,8.644,0.25,0.084,6.49,0.237,0,1.648e-05,0.019359,0.0052444,2.4783e-05,1980,0.04907034,2.3888e-18
"109",0.773,15.163,0.152,0.536,0.741,47.853,2874.588,68.028,0.875,0.021,1.57,0.069,0.152,0.815,0.611,0.086,0.086,4908.548,190.673,22.319,291.258,22.677,284.599,40,222.752,0.712,0.169,0.454,0.867,0.015,20.033,4.005,53.431,0.146,0.098,14.851,1.245,0,0.77213,0.0028528,0.0021567,0.00020084,4920,0.9881328,7.8979e-14
"110",0.756,19.986,0.294,1.169,0.953,31.458,2533.521,62.294,0.181,0.41,1.602,0.092,0.294,0.414,0.798,0.16,0.16,3574.23,159.831,20.972,255.097,23.466,229.169,40,93.454,0.539,0.508,0.162,1.638,0.018,6.582,2.172,40.955,0.036,0.021,0.592,1.801,0.001,0.2416,0.019802,0.0031791,4.8413e-05,3570,0.17283441,9.9187e-15
"111",0.76,18.049,0.144,2.327,0.786,34.81,3711.823,88.042,0.693,0.165,1.495,0.031,0.212,1.059,0.589,0.096,0.096,3118.19,155.072,24.99,121.554,22.374,352.269,40,105.723,0.223,0.282,0.304,1.111,0.029,55.592,0.176,65.583,1.47,0.027,13.307,0.129,0,2.677,0.0087493,0.0043073,9.7157e-05,3120,0.30312984,6.8408e-13
"112",0.776,15.847,0.354,0.122,0.178,32.416,4279.178,85.763,0.68,0.191,1.643,0.086,0.247,1.046,1.625,0.133,0.133,4759.837,193.558,24.574,632.478,23.738,276.088,40,231.218,0.304,0.808,0.217,1.38,0.016,14.567,2.316,7.455,0.392,0.085,11.144,3.004,0,2.7972,0.0048811,0.0023457,4.0827e-05,4760,0.19433652,1.272e-12
"113",0.757,16.345,0.38,4.256,0.537,24.364,4778.23,56.175,0.16,0.234,1.416,0.081,0.257,0.941,0.577,0.177,0.177,4688.346,94.441,24.185,475.316,20.154,108.606,40,351.013,0.027,0.707,0.77,1.507,0.005,4.908,2.173,57.262,0.465,0.012,4.518,8.552,0.001,0.045205,0.0019727,0.0013976,3.5041e-05,4690,0.16434229,1.0952e-15
"114",0.776,17.943,0.237,2.751,0.931,0.766,2021.318,73.841,0.643,0.419,1.473,0.067,0.258,0.903,0.897,0.111,0.111,889.526,50.407,21.615,174.527,24.999,281.005,40,239.044,0.146,0.879,0.496,1.073,0.005,31.151,0.486,11.012,0.697,0.086,14.503,3.982,0.001,0.9431,0.0072777,0.0059303,0.00012944,893,0.11558992,1.4449e-13
"115",0.764,18.6,0.225,1.717,0.629,9.206,2540.836,59.076,0.622,0.041,1.388,0.007,0.128,0.3,1.588,0.07,0.07,5021.022,135.602,22.879,579.499,21.318,394.338,40,356.987,0.687,0.738,0.129,1.008,0.027,31.394,0.737,22.984,0.978,0.13,13.687,3.493,0.001,0,0.0055775,0.0028778,5.1631e-05,5020,0.25918762,0
"116",0.779,17.427,0.162,1.605,0.573,40.125,2774.725,85.525,0.729,0.197,1.522,0.001,0.267,1.666,1.692,0.005,0.005,2860.089,222.756,24.185,360.583,22.998,370.999,40,248.104,0.453,0.532,0.503,1.53,0.006,18.275,0.523,42.607,1.008,0.072,14.098,0.257,0.001,1.8653,0.021137,0.015617,0.00032086,2860,0.9176596,2.3851e-11
"117",0.761,17.962,0.44,1.539,0.419,9.121,3609.479,92.867,0.317,0.093,1.395,0.145,0.166,0.282,1.916,0.107,0.107,5003.725,272.514,23.518,440.579,20.75,235.776,40,56.968,0.598,0.311,0.585,0.862,0.018,33.967,1.71,22.636,1.439,0.052,10.907,8.614,0.001,5.216,0.0076607,0.0055518,0.00042512,5010,2.1298512,5.6092e-12
"118",0.753,19.073,0.337,2.028,0.625,40.411,2039.643,60.034,0.586,0.375,1.376,0.044,0.108,1.055,1.246,0.087,0.087,5201.779,24.061,23.968,153.524,21.874,226.573,40,68.67,0.224,0.051,0.41,0.867,0.003,48.108,2.608,3.391,0.335,0.099,12.809,0.984,0,0.23276,0.0015995,0.0013744,0.00030783,5270,1.6222641,3.4815e-14
"119",0.775,15.688,0.419,4.773,0.298,22.947,4158.581,54.086,0.955,0.316,1.636,0.07,0.19,1.204,0.87,0.106,0.106,3959.357,18.907,23.332,404.435,22.5,356.302,40,168.912,0.046,0.134,0.362,0.95,0.02,15.877,0.526,55.7,1.355,0.136,5.326,0.536,0,0.031718,0.0045193,0.0030402,0.00030207,3960,1.1961972,1.8166e-15
"120",0.726,19.083,0.434,2.284,0.869,10.695,4886.258,71.96,0.832,0.059,1.556,0.097,0.281,0.376,1.976,0.016,0.016,5907.597,247.627,22.088,159.301,22.712,403.481,40,204.147,0.451,0.779,0.104,1.485,0.02,5.578,0.096,57.085,1.135,0.034,4.964,7.904,0.001,0.94239,0.01255,0.0051165,3.1253e-05,5910,0.18470523,2.3882e-12
"121",0.733,16.016,0.446,4.949,0.986,3.884,2669.736,77.833,0.206,0.162,1.643,0.117,0.134,0.404,1.912,0.051,0.051,3142.563,214.565,23.222,652.379,21.291,148.203,40,26.313,0.527,0.347,0.253,1.323,0.01,51.712,0.933,53.731,0.383,0.017,10.488,6.873,0.001,2.4948,0.013696,0.0090683,0.00034031,3150,1.0719765,3.7315e-12
"122",0.778,17.199,0.481,3.991,0.163,8.644,4135.56,65.789,0.483,0.106,1.532,0.066,0.219,0.607,0.725,0.179,0.179,1151.112,274.337,21.145,228.247,24.942,249.364,40,148.01,0.47,0.882,0.561,1.024,0.003,8.958,0.041,70.723,1.426,0.126,14.245,1.943,0,0.42102,0.0017509,0.0016572,0.00012431,1150,0.1429565,1.6277e-14
"123",0.77,16.826,0.337,1.551,0.845,45.187,4604.399,64.903,0.118,0.221,1.423,0.084,0.29,1.014,1.635,0.064,0.064,4085.81,159.525,22.583,399.526,24.087,181.772,40,210.771,0.198,0.219,0.331,1.574,0.017,30.859,1.165,4.826,0.277,0.048,8.683,1.814,0,0.3537,0.010339,0.0029085,0.00012797,4090,0.5233973,1.0663e-13
"124",0.767,18.981,0.33,2.203,0.555,48.995,3358.49,70.231,0.623,0.356,1.65,0.062,0.286,1.606,1.216,0.009,0.009,5486.567,310.927,24.222,252.291,22.447,247.782,40,328.825,0.496,0.455,0.174,1.667,0.006,14.541,2.855,71.387,1.019,0.126,11.581,0.123,0.001,0.56971,0.00079627,0.00066728,3.5118e-05,5490,0.19279782,1.8125e-12
"125",0.722,18.356,0.437,4.999,0.271,16.384,2396.018,89.3,0.693,0.282,1.51,0.054,0.156,0.353,1.441,0.046,0.046,1217.125,319.109,22.616,646.103,24.411,304.858,40,42.476,0.06,0.504,0.117,1.121,0.01,47.159,4.388,6.016,0.72,0.02,0.722,6.034,0.001,3.3292,0.046764,0.034047,0.0011703,1220,1.427766,5.2365e-12
"126",0.731,18.335,0.333,0.064,0.275,16.796,2418.35,94.894,0.367,0.45,1.349,0.071,0.274,1.754,1.681,0.14,0.14,4927.869,252.808,22.711,320.605,22.954,296.922,40,301.304,0.21,0.51,0.559,1.735,0.019,58.57,1.296,14.116,0.3,0.075,1.175,9.602,0.001,4.7993,0.004077,0.0018648,3.9526e-05,4930,0.19486318,3.3665e-12
"127",0.725,19.656,0.464,1.512,0.53,27.439,4607.16,69.99,0.896,0.032,1.383,0.021,0.272,1.572,0.698,0.127,0.127,2145.186,222.397,23.323,327.841,20.173,181.381,40,246.188,0.127,0.927,0.513,1.394,0.014,29.077,4.891,33.581,1.147,0.036,8.706,1.874,0,0.34128,0.011567,0.0051604,5.2224e-05,2150,0.1122816,2.0201e-14
"128",0.76,16.584,0.304,2.275,0.235,35.671,3297.906,52.91,0.494,0.421,1.472,0.129,0.167,0.838,0.915,0.125,0.125,2391.49,205.755,20.003,423.539,21.908,147.9,40,335.48,0.225,0.671,0.37,1.012,0.005,50.536,4.628,24.062,0.652,0.044,12.115,1.372,0,0.18516,0.0039807,0.0031042,0.00010428,2400,0.250272,1.1738e-14
"129",0.726,15.436,0.143,1.285,0.739,0.608,4482.328,92.269,0.041,0.303,1.464,0.123,0.139,0.152,1.746,0.086,0.086,2785.78,246.061,22.293,461.636,23.188,313.383,40,88.987,0.275,0.515,0.646,1.085,0.016,22.593,3.649,59.057,0.37,0.054,10.817,6.281,0.001,5.0087,0.0039001,0.0029115,0.00013765,2790,0.3840435,6.078e-12
"130",0.743,15.421,0.311,2.552,0.174,30.592,3416.796,70.556,0.018,0.413,1.588,0.086,0.188,0.473,0.556,0.029,0.029,5075.583,26.538,20.264,665.989,24.771,386.231,40,154.561,0.703,0.049,0.422,1.299,0.008,33.607,0.186,26.523,0.426,0.031,7.101,6.122,0.001,1.0316,0.0032009,0.002148,0.00050153,5080,2.5477724,4.5142e-13
"131",0.725,17.683,0.433,3.247,0.465,26.643,3166.462,60.138,0.013,0.307,1.519,0.023,0.228,0.928,1.232,0.064,0.064,2759.706,196.2,20.023,314.379,21.307,138.51,40,55.185,0.452,0.365,0.244,1.118,0.014,1.4,4.779,56.542,0.093,0.138,9.673,3.286,0,0.015391,0.0036228,0.002742,0.00012805,2760,0.353418,2.4916e-15
"132",0.761,15.472,0.361,0.288,0.26,6.679,4707.607,89.493,0.098,0.043,1.338,0.017,0.186,0.122,0.905,0.043,0.043,2355.384,178.683,23.536,569.664,21.567,257.95,40,56.931,0.684,0.514,0.669,1.205,0.03,14.48,1.086,56.177,0.279,0.003,7.511,0.005,0.001,2.647,0.015455,0.0057456,0.000132,2360,0.31152,2.9056e-12
"133",0.721,18.144,0.144,4.707,0.889,16.777,4068.659,89.419,0.907,0.438,1.443,0.074,0.227,0.571,0.557,0.066,0.066,1095.342,330.527,21.619,231.109,21.86,165.434,40,223.042,0.309,0.193,0.131,1.647,0.016,28.574,2.646,8.828,1.482,0.042,5.914,3.272,0.001,3.291,0.017324,0.011152,0.00069944,1100,0.769384,1.3807e-12
"134",0.73,19.021,0.342,4.373,0.481,49.037,4808.283,60.979,0.02,0.284,1.543,0.082,0.25,1.139,0.857,0.09,0.09,4071.053,135.753,20.404,637.892,23.451,112.247,40,172.913,0.228,0.559,0.586,1.591,0.003,52.051,4.827,12.598,0.725,0.082,11.451,2.552,0.001,0.20982,0.0014356,0.0011422,5.6487e-05,4100,0.2315967,1.809e-14
"135",0.751,19.956,0.462,3.212,0.823,46.622,2807.212,70.763,0.931,0.122,1.498,0.005,0.14,1.184,1.436,0.161,0.161,5007.684,340.556,22.68,519.401,22.886,191.752,40,325.42,0.06,0.087,0.587,1.687,0.009,52.312,3.13,74.287,0.756,0.132,2.144,2.168,0,0.31958,0.0015051,0.001182,0.00024279,5020,1.2188058,2.6624e-14
"136",0.753,16.825,0.466,0.37,0.215,19.349,2575.708,90.211,0.676,0.178,1.491,0.08,0.116,1.541,1.517,0.04,0.04,2141.219,133.965,23.377,47.021,24.292,291.444,40,362.048,0.203,0.213,0.756,1.414,0.024,10.022,4.271,16.823,0.548,0.124,2.72,7.162,0.001,4.2383,0.0095634,0.0059266,0.00018208,2140,0.3896512,9.5676e-12
"137",0.75,17.921,0.435,1.324,0.117,48.166,2000.206,68.936,0.166,0.26,1.502,0.059,0.117,1.989,1.254,0.109,0.109,5100.06,231.338,24.649,158.237,20.793,399.811,40,47.082,0.66,0.264,0.53,1.419,0.017,53.896,3.494,31.117,0.967,0.057,6.934,7.48,0,0.92181,0.0043029,0.0021153,5.1058e-05,5110,0.26090638,1.929e-13
"138",0.743,19.918,0.172,2.14,0.149,48.39,3895.144,90.072,0.764,0.17,1.429,0.108,0.283,1.467,0.53,0.093,0.093,5498.19,241.797,20.378,367.991,21,99.426,40,50.553,0.375,0.668,0.467,1.503,0.026,35.514,1.132,46.361,1.357,0.091,11.331,4.001,0.001,3.6931,0.0032991,0.0017495,3.3401e-05,5500,0.1837055,1.0902e-12
"139",0.749,18.911,0.149,0.964,0.427,17.386,4727.351,64.569,0.418,0.115,1.37,0.154,0.159,0.539,1.882,0.017,0.017,2288.127,275.989,20.184,520.611,24.838,240.883,40,244.831,0.061,0.743,0.444,1.215,0.003,18.811,3.49,52.512,0.518,0.047,2.998,7.484,0.001,1.0994,0.0019503,0.0017002,0.00010206,2290,0.2337174,3.374e-12
"140",0.769,19.655,0.417,4.739,0.773,15.315,2162.268,54.39,0.528,0.326,1.557,0.018,0.243,0.762,0.807,0.191,0.191,3948.79,161.524,24.807,722.433,24.815,384.214,40,364.777,0.508,0.147,0.458,1.589,0.026,12.279,3.412,10.51,0.966,0.055,5.2,3.799,0.001,0,0.014176,0.0031043,0.00022765,3950,0.8992175,0
